,2020_winter,2020_spring,2020_summer,2020_autumn,2021_winter,2021_spring,2021_summer,2021_autumn,2022_winter,2022_spring,2022_summer,2022_autumn,2023_winter,2023_spring,2023_summer,2023_autumn
btm_obs,1.099923433114243,1.175859199001718,1.233651257594104,1.435909105011637,1.210494804717037,1.133207758725293,0.94309912542621,1.269426088998591,1.072215465029001,0.9585926233188146,1.238029525802191,1.326046854510639,1.204090381517568,1.390682641261726,1.128423582724468,0.8685355940729544
btm_forecast,1.130145410033183,1.176173584713531,1.21028697358683,1.403998465645782,1.226826015542908,1.152112771359615,0.9157649015289988,1.258495975479397,1.147615344890027,1.066490563947032,1.158615354174071,1.253715177591725,1.429439276157925,1.47832760801337,1.149418271466821,0.8537114460980694
btm_simulate,1.144176060394665,1.24945241913977,1.143054108490557,1.471780699623157,1.381525146873221,1.237663403182249,0.8801347180347665,1.257788928579269,1.096904997646939,1.052530812195962,1.133402213155398,1.191966562277125,1.544976973404894,1.585817017091454,1.11110514249281,0.8095215000878556
btm_std,0.7022185768886685,0.6606386309905864,0.5909810661962783,0.6318721217018832,0.7481911465516948,0.6776983221628871,0.5408531766879053,0.6847997090253171,0.7672452835114952,0.6446443834162293,0.6090801434320956,0.6083629211813112,0.7160548392232337,0.652537993424476,0.5614837389987554,0.5165337430495661
btm_mae,0.2025977907388345,0.2719198105992277,0.2797486501750211,0.2266112097165029,0.2831319452333917,0.2750415801066403,0.2769172272553624,0.2811351016139729,0.3182887790452404,0.300682644771012,0.2846135577506569,0.2778061801589793,0.3732699641532548,0.2984393708943436,0.2671204087493735,0.2624394947614008
btm_simulate_mae,0.323910862833499,0.4050577894130941,0.3510732636976602,0.3286442671773432,0.5883668910395959,0.4288135011435827,0.4597172852220645,0.4709523995416982,0.5503096727182154,0.4651414343337533,0.5174437347570473,0.4982435974332295,0.6272828961828342,0.5223392683849483,0.3636073545371821,0.4123995364723063
mid_obs,1.224752446720287,1.208992819002078,1.355683048413158,1.469885162002064,1.34031894367943,1.319365139840096,1.074910989153166,1.365954570288279,1.072815216949675,0.9636385951730886,1.24817099882864,1.217771345962512,1.233428324534052,1.360366375500055,1.088372715839523,0.7572752176166184
mid_forecast,1.223292888356057,1.244797571274332,1.316945509791352,1.458132707609965,1.262131900716805,1.313436199014758,1.049171240230206,1.309335344234498,1.028035732067846,0.9975249090586674,1.2118341131696,1.17375448640976,1.25186405261594,1.354155259498425,1.169365032372311,0.9225623025412678
mid_simulate,1.249752547534325,1.374673234795913,1.271727517994856,1.555727407206571,1.387202371312726,1.30791020781981,1.019438220770873,1.311709982942557,0.9477662432873466,0.9636095096244569,1.184718983251611,1.176466331458464,1.204801039397102,1.385673627757432,1.121637205312506,0.897893482620276
mid_std,0.8090600465894646,0.7851783374600494,0.7465530659560974,0.7001902221904795,0.9443856286432493,0.7935857428501071,0.7307204020579248,0.8155384162262245,0.9061432611339433,0.7961551951328316,0.7546813028292549,0.7498181739022898,0.7779149284544127,0.7406073882151274,0.6993086290437931,0.6027304876444995
mid_mae,0.2205488382948563,0.3190592742595932,0.3390950987198332,0.2279748864789816,0.3242029974807106,0.3222957777337067,0.344710378450543,0.3115450930554305,0.3245001521912993,0.3079083738304246,0.3189501984279222,0.2772514887518395,0.3205627074359477,0.3416614212429993,0.3614746341467388,0.4317662428374223
mid_simulate_mae,0.3149487489229557,0.4676868441344741,0.4316007143716623,0.369418601427856,0.6273908385507062,0.4166492836988604,0.5653165134793744,0.5014358878486489,0.4912931213260486,0.4779176331832387,0.532151402383921,0.4724630454081024,0.5542375887440562,0.5304891262866682,0.496656427372981,0.519074894059368
top_obs,1.283033916349733,1.163492249654639,1.203830899453949,1.393973033367636,1.331502448594354,1.33731151938927,0.9731007649503701,1.265464382127741,1.08970809747767,1.014165115941966,1.246605396717158,1.315916529255648,1.430446668338398,1.409554604002639,1.059474628478419,0.6698724800438768
top_forecast,1.260867290373701,1.221010759197432,1.183014062329866,1.380096047643248,1.269489060222114,1.327079857707432,1.022057524498325,1.191466385585795,1.001938803195841,1.001434203708728,1.262287347690523,1.216854144579343,1.319996128950627,1.328012584351769,1.138965398931794,0.8396430801242687
top_simulate,1.212233714387019,1.311804600820432,1.072793085789022,1.338165323633318,1.30335289203943,1.230192184718177,0.9250604041134863,1.132381853727998,0.916882199769088,0.9273976286888631,1.127601906468398,1.088946725799975,1.117202636376549,1.245889929906298,1.050829631274893,0.7767908806596652
top_std,0.9859320078978612,0.9187313476938662,0.790178561834458,0.7974431094162638,1.116879779257207,0.9074552577191097,0.7547674090945968,0.8575927440211639,1.016115617249542,0.899995500419288,0.7995814201832184,0.8598373337459886,0.9781708520720345,0.8839996929403178,0.7355720376328468,0.5815282465032189
top_mae,0.3063147540576143,0.3817567542047006,0.4010088188011235,0.2755031935945033,0.3878263755806405,0.3939778534795386,0.4230504148849919,0.4137201623781011,0.385346558259564,0.382936613061129,0.4096261642359806,0.4104056652928816,0.4023669469952823,0.3973853055282773,0.4375907360456365,0.4988348010977313
top_simulate_mae,0.5230984592512715,0.580627820829024,0.4973673584984165,0.4751445824605174,0.7813594378681705,0.5584179536908269,0.5652352340906663,0.6414358143028611,0.6559050219494841,0.5880084763932908,0.5601058109370806,0.635961751487215,0.7817959093328553,0.6716679849644261,0.5935306706531843,0.582595167674369
